location,size,total_sqft,bath,price,Place
Varthur Road,4 Bedroom,1300,3,75,Bengaluru
Kanakpura Road,2 BHK,1339,2,58,Bengaluru
Ilyas Nagar,4 Bedroom,900,4,75,Bengaluru
Channasandra,2 BHK,1104,2,35.5,Bengaluru
Sultan Palaya,2 BHK,900,2,45,Bengaluru
3rd Phase JP Nagar,3 BHK,1550,2,79,Bengaluru
Kanakpura Road,1 BHK,670,1,35,Bengaluru
Jakkur,2 BHK,1483,2,98,Bengaluru
Basapura,3 BHK,1540,2,70,Bengaluru
Naganathapura,8 Bedroom,1200,7,100,Bengaluru
Hennur,2 BHK,1255,2,54.5,Bengaluru
OMBR Layout,3 Bedroom,600,3,100,Bengaluru
Jayanagar,2 BHK,1036,2,110,Bengaluru
Bannerghatta Road,3 BHK,1460,2,75,Bengaluru
Devarachikkanahalli,2 BHK,1230,2,58,Bengaluru
Kanakpura Road,2 BHK,1340,2,60,Bengaluru
Yelenahalli,3 BHK,1600,3,61.37,Bengaluru
Hegde Nagar,3 BHK,2162,3,200,Bengaluru
Electronic City,2 BHK,919,2,40,Bengaluru
4th Phase JP Nagar,2 BHK,1070,2,38.9,Bengaluru
Hosur Road,3 BHK,1733,2,85,Bengaluru
Jigani,3 BHK,1221,3,72,Bengaluru
kanakapura main road,2 BHK,1041,2,36.44,Bengaluru
Ambalipura,4 BHK,2550,4,149,Bengaluru
Shampura,3 BHK,1400,3,70,Bengaluru
Anjanapura,1 Bedroom,600,2,55,Bengaluru
Nagarbhavi,1 BHK,710,2,40,Bengaluru
Electronic City,3 BHK,1500,2,78.25,Bengaluru
Thigalarapalya,4 BHK,3122,6,237,Bengaluru
Akshaya Nagar,3 BHK,2061,3,175,Bengaluru
Brookefield,5 Bedroom,2400,5,325,Bengaluru
Hebbal,3 BHK,1255,2,95,Bengaluru
Malleshwaram,7 BHK,2425,7,140,Bengaluru
Electronic City Phase II,2 BHK,1031,2,55,Bengaluru
Balagere,2 BHK,1210,2,74,Bengaluru
Anjanapura,2 BHK,950,2,40,Bengaluru
Nagaraja Garden,4 Bedroom,1376,4,156,Bengaluru
Hosa Road,2 BHK,1161,2,55.15,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1303,2,44.17,Bengaluru
Thigalarapalya,2 BHK,1418,2,105,Bengaluru
Kengeri Satellite Town,2 Bedroom,1200,2,65,Bengaluru
Basavangudi,3 BHK,1825,3,175,Bengaluru
Bannerghatta Road,2 BHK,1015,2,48,Bengaluru
Mathikere,3 BHK,1150,2,60,Bengaluru
Singasandra,2 BHK,1010,2,40,Bengaluru
Reliaable Tranquil Layout,3 BHK,1508,3,75,Bengaluru
7th Phase JP Nagar,2 BHK,1275,2,87,Bengaluru
7th Phase JP Nagar,3 BHK,1460,3,70,Bengaluru
Old Airport Road,2 BHK,946,2,58,Bengaluru
Vignana Nagar,2 BHK,1110,2,58,Bengaluru
Hennur Road,3 BHK,1832,3,125,Bengaluru
Hebbal,2 BHK,1088,2,61.45,Bengaluru
Thanisandra,3 BHK,1564,3,104,Bengaluru
Kadugodi,2 BHK,1030,2,35.02,Bengaluru
9th Phase JP Nagar,2 BHK,660,2,27,Bengaluru
Sarjapur  Road,3 BHK,1700,3,95,Bengaluru
BTM 1st Stage,4 Bedroom,1100,5,121,Bengaluru
Panathur,2 BHK,1205,2,62.9,Bengaluru
Lottegolla Halli,3 BHK,1950,3,90,Bengaluru
Devanahalli Int. Airport,2 BHK,1080,2,62,Bengaluru
Ardendale,4 BHK,2800,4,140,Bengaluru
Mailasandra,2 BHK,999,2,43.66,Bengaluru
Basvasamithi Layout Vidyaranyapura,4 Bedroom,900,4,175,Bengaluru
Kanakpura Road,2 BHK,1300,2,89.76,Bengaluru
HRBR Layout,2 BHK,1265,2,78,Bengaluru
Attibele,2 BHK,1200,2,42,Bengaluru
Bhoganhalli,4 BHK,1974,4,106,Bengaluru
Chelekare,2 BHK,1180,2,40,Bengaluru
Amruthahalli,3 BHK,1350,2,63,Bengaluru
Kodichikkanahalli,3 BHK,1560,2,65,Bengaluru
8th Block Jayanagar,2 Bedroom,2800,2,650,Bengaluru
Hosakerehalli,2 BHK,1085,2,41.23,Bengaluru
Vijayanagar,3 BHK,1300,2,75,Bengaluru
Marathahalli,3 BHK,1600,3,56,Bengaluru
Atmananda Colony,2 BHK,1127,2,55,Bengaluru
Kengeri Satellite Town,2 BHK,795,2,32,Bengaluru
Nagarbhavi,3 BHK,1850,3,88,Bengaluru
Bommasandra Industrial Area,2 BHK,1020,2,29.45,Bengaluru
Doopanahalli,3 BHK,1475,2,200,Bengaluru
Baba Nagar,3 Bedroom,1200,3,96.25,Bengaluru
Uttarahalli,3 BHK,1345,2,47,Bengaluru
Kaikondrahalli,2 BHK,849,2,25.4,Bengaluru
Kanakpura Road,3 BHK,1706,3,135,Bengaluru
Yelahanka,4 BHK,2100,4,180,Bengaluru
Nagadevanahalli,3 BHK,1250,2,65,Bengaluru
Kanakpura Road,3 BHK,1260,3,63.58,Bengaluru
Horamavu Agara,3 BHK,1265,2,65,Bengaluru
Abbigere,3 BHK,1260,2,45,Bengaluru
Jalahalli,2 BHK,1045,2,58,Bengaluru
Hebbal Kempapura,4 BHK,3895,4,495,Bengaluru
 Rachenahalli,1 RK,385 - 440,1,19.8,Bengaluru
Bellandur,2 BHK,1100,2,62,Bengaluru
Kudlu Gate,2 BHK,1113,2,50,Bengaluru
Old Airport Road,4 BHK,2774,4,208,Bengaluru
Varthur,2 BHK,1210,2,60,Bengaluru
Kogilu,1 BHK,700,1,30.84,Bengaluru
Kanakpura Road,2 BHK,1155,2,55.5,Bengaluru
Hoodi,2 BHK,1132,2,89,Bengaluru
Hennur Road,2 BHK,1359,2,104,Bengaluru
Byatarayanapura,4 BHK,2631,3,200,Bengaluru
Kothanur,2 BHK,1145,2,56,Bengaluru
5th Phase JP Nagar,1 BHK,600,1,30,Bengaluru
Laggere,1 Bedroom,1200,1,125,Bengaluru
Mahalakshmi Puram,2 BHK,830,2,60,Bengaluru
HSR Layout,2 BHK,1009,2,56,Bengaluru
Basavangudi,3 BHK,1800,3,195,Bengaluru
Yelahanka,2 BHK,1226,2,52.71,Bengaluru
Badrappa Layout,2 BHK,1500,2,88,Bengaluru
Electronic City,2 BHK,1363,2,79,Bengaluru
Poorna Pragna Layout,3 Bedroom,1400,2,240,Bengaluru
Bommasandra Industrial Area,2 BHK,1165,2,33.64,Bengaluru
HSR Layout,4 Bedroom,2792,4,220,Bengaluru
Kammanahalli,1 Bedroom,700,1,59,Bengaluru
Kaval Byrasandra,2 BHK,1060,2,42,Bengaluru
Marathahalli,2 BHK,1200,2,67,Bengaluru
"Off Sarjapur Road, ",3 BHK,1518,3,76,Bengaluru
Nagappa Reddy Layout,3 BHK,1495,2,75,Bengaluru
Sanjay nagar,2 BHK,1575,2,90,Bengaluru
Rajaji Nagar,2 BHK,1440,2,170,Bengaluru
Kasavanhalli,3 BHK,1545,3,69,Bengaluru
Kengeri,3 BHK,1470,3,50,Bengaluru
Cooke Town,3 BHK,1500,3,95,Bengaluru
BTM Layout,3 BHK,1450,2,81,Bengaluru
Hosur Road,2 BHK,1179,2,49,Bengaluru
7th Phase JP Nagar,3 BHK,1650,3,110,Bengaluru
Chandapura,3 BHK,1095,2,32,Bengaluru
Lal Bahadur Shastri Nagar,2 BHK,856,2,48,Bengaluru
Naganathapura,2 BHK,1143,2,62,Bengaluru
Hebbal,2 BHK,1349,2,97.8,Bengaluru
Anjanapura,3 BHK,1280,2,45,Bengaluru
Malleshwaram,1 BHK,480,1,60,Bengaluru
Whitefield,2 BHK,1216,2,69.06,Bengaluru
Doddakallasandra,3 BHK,2493,3,115,Bengaluru
Malleshwaram,2 BHK,1290,2,120,Bengaluru
Banjara Layout,5 Bedroom,1200,5,96,Bengaluru
Electronic City,2 BHK,1156,2,42,Bengaluru
Thanisandra,2 BHK,1230,2,44,Bengaluru
Volagerekallahalli,2 BHK,1070,2,33.15,Bengaluru
Devanahalli,,2100 - 5405,,177.115,Bengaluru
Ramagondanahalli,2 BHK,1235,2,49.3,Bengaluru
6th block Koramangala,2 BHK,1117,2,110,Bengaluru
Kundalahalli,3 BHK,1724,3,124,Bengaluru
Jalahalli,4 Bedroom,1200,4,90,Bengaluru
Venkatadri Layout,1 BHK,600,1,43,Bengaluru
KR Puram,3 BHK,1930,2,57.9,Bengaluru
Whitefield,2 BHK,1216,2,75,Bengaluru
KR Puram,3 BHK,1452,3,60,Bengaluru
Whitefield,2 BHK,1355,2,78,Bengaluru
HMT Layout,4 Bedroom,7500,4,425,Bengaluru
Sarjapur  Road,3 BHK,2145,3,190,Bengaluru
Bommanahalli,2 BHK,957,2,53,Bengaluru
Shantiniketan Layout,2 BHK,925,2,48,Bengaluru
Bellandur,2 BHK,1550,2,59,Bengaluru
Yelahanka New Town,4 Bedroom,4000,2,899,Bengaluru
Kanakpura Road,3 Bedroom,2100,3,140,Bengaluru
Bannerghatta Road,2 BHK,1115,2,61,Bengaluru
Yelahanka,3 BHK,1692,3,83,Bengaluru
Baba Nagar,2 BHK,1100,2,52,Bengaluru
Hormavu,3 BHK,1385,2,69,Bengaluru
Hosa Road,1 BHK,760,1,24.9,Bengaluru
Electronics City Phase 1,2 BHK,1335,2,67,Bengaluru
Bommanahalli,2 BHK,910,2,45,Bengaluru
Kanakpura Road,3 BHK,1610,2,55,Bengaluru
Hennur Road,2 BHK,1341,2,75.76,Bengaluru
Kurubarahalli,3 Bedroom,1200,3,70,Bengaluru
Uttarahalli,3 BHK,1285,2,44.98,Bengaluru
HAL 2nd Stage,3 BHK,2100,3,252,Bengaluru
Yeshwanthpur,3 BHK,1679,3,92.13,Bengaluru
Puttappa Layout,4 Bedroom,2675,4,290,Bengaluru
"Ananthanagar Phase 1,Electronic City , phase 2",2 BHK,1016,2,45.9,Bengaluru
Banashankari Stage II,4 Bedroom,1500,2,650,Bengaluru
Palace Guttahalli,3 Bedroom,660,2,100,Bengaluru
Rajaji Nagar,3 BHK,2448,3,400,Bengaluru
Bellandur,2 BHK,924,2,35.11,Bengaluru
8th Phase JP Nagar,1 BHK,500,1,31,Bengaluru
Ngef Layout,3 BHK,1800,3,88,Bengaluru
Whitefield,2 BHK,1255,2,77,Bengaluru
Hennur Road,2 BHK,1040,2,50,Bengaluru
Kattigenahalli,2 BHK,1062,2,47,Bengaluru
Varthur Road,2 BHK,770 - 841,2,19.33,Bengaluru
Hosur Road,2 BHK,950,2,60,Bengaluru
Whitefield,2 BHK,1216,2,73,Bengaluru
HSR Layout,2 BHK,1300,2,98,Bengaluru
5th Phase JP Nagar,2 BHK,1390,2,65,Bengaluru
Yelahanka,2 BHK,1033,2,52.58,Bengaluru
Yelahanka,2 BHK,1390,2,65.31,Bengaluru
Jalahalli,2 BHK,1020,2,52,Bengaluru
Whitefield,1 BHK,524 - 894,1,34.735,Bengaluru
Whitefield,2 BHK,1140,2,45,Bengaluru
Yeshwanthpur,1 BHK,670,1,36.85,Bengaluru
Bhoganhalli,4 BHK,2171,4,111,Bengaluru
Bannerghatta Road,2 BHK,1136,2,48,Bengaluru
Doddakannelli,3 BHK,1477,2,80,Bengaluru
KR Puram,2 BHK,1001,2,30,Bengaluru
Yelahanka,2 BHK,1040,2,48.86,Bengaluru
Garudachar Palya,2 BHK,1060,2,48.5,Bengaluru
Sarjapur,2 BHK,1240,2,44.3,Bengaluru
Byadarahalli,4 BHK,3500,5,450,Bengaluru
Doddabommasandra,9 BHK,42000,8,175,Bengaluru
Varthur,2 BHK,1070,2,46,Bengaluru
Electronic City Phase II,2 BHK,1253,2,65.8,Bengaluru
Whitefield,2 BHK,1190,2,60,Bengaluru
Whitefield,2 BHK,1312,2,55,Bengaluru
KR Puram,2 BHK,750,2,40,Bengaluru
Koramangala,3 BHK,1615,3,115,Bengaluru
Marathahalli,2 BHK,1095,2,60,Bengaluru
Whitefield,3 BHK,1745,3,100,Bengaluru
Rachenahalli,2 BHK,1050,2,52.5,Bengaluru
4th T block Jayanagar,4 Bedroom,2080,4,440,Bengaluru
Thanisandra,2 BHK,1220,2,44.6,Bengaluru
Kempegowda Nagar,3 BHK,1793,3,98,Bengaluru
Uttarahalli,2 BHK,1100,1,45,Bengaluru
Yelahanka New Town,2 BHK,1385,2,65,Bengaluru
Begur Road,2 BHK,1200,2,45,Bengaluru
Haralur Road,3 BHK,2017,2,125,Bengaluru
Attibele,1 BHK,400,1,10,Bengaluru
Bellandur,3 BHK,1400,2,44.81,Bengaluru
Bethel Nagar,2 BHK,960,2,33,Bengaluru
Uttarahalli,2 BHK,1125,2,47,Bengaluru
Akshaya Nagar,3 BHK,1551,2,60,Bengaluru
BTM Layout,4 Bedroom,600,4,122,Bengaluru
Vittasandra,2 BHK,1246,2,67.4,Bengaluru
Whitefield,4 BHK,3200,4,224,Bengaluru
Marathahalli,2 BHK,1060,2,48,Bengaluru
Bharathi Nagar,2 BHK,1384,2,59,Bengaluru
Byagadadhenahalli,2 BHK,620,2,23,Bengaluru
Bommasandra,2 BHK,1005,2,39.77,Bengaluru
Sarakki Nagar,3 Bedroom,1200,3,128,Bengaluru
Kirloskar Layout,3 BHK,1400,3,35,Bengaluru
HSR Layout,3 BHK,2400,3,88,Bengaluru
Whitefield,2 BHK,1096,2,39,Bengaluru
Kaggadasapura,2 BHK,1180,1,50,Bengaluru
Uttarahalli,3 BHK,1300,2,47,Bengaluru
tc.palya,2 Bedroom,1020,2,62,Bengaluru
Margondanahalli,2 Bedroom,600,2,35,Bengaluru
Dollar Scheme Colony,4 BHK,3563,6,310,Bengaluru
Konanakunte Cross,2 BHK,1165,2,47,Bengaluru
Bellandur,3 BHK,1685,3,100,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1580,3,53.56,Bengaluru
Balagere,2 BHK,1210,2,83,Bengaluru
Kammasandra,2 BHK,1030,1,25.75,Bengaluru
Nagappa Reddy Layout,2 BHK,1100,2,43.5,Bengaluru
Hebbal,3 BHK,1255,3,77.68,Bengaluru
Jakkur,3 BHK,1482,3,86,Bengaluru
Hebbal,2 BHK,1344,2,108,Bengaluru
Kothannur,3 BHK,1275,2,39.8,Bengaluru
Vidyaranyapura,3 Bedroom,462,3,38,Bengaluru
Omarbagh Layout,4 BHK,3300,5,318,Bengaluru
Panathur,2 BHK,1210,2,85,Bengaluru
Hebbal,3 BHK,1320,3,226,Bengaluru
Hosa Road,3 BHK,1532,3,98.13,Bengaluru
JP Nagar,2 BHK,1245,2,110,Bengaluru
Nagarbhavi,2 BHK,1212,2,50,Bengaluru
Sarjapur  Road,2 BHK,1230,2,65,Bengaluru
Indira Nagar,5 Bedroom,1000,5,180,Bengaluru
Ramagondanahalli,3 BHK,2257,3,159,Bengaluru
Vittasandra,2 BHK,1246,2,65.4,Bengaluru
Gunjur,2 BHK,1080,2,41,Bengaluru
Kannur,6 Bedroom,3Cents,6,75,Bengaluru
Varthur,3 BHK,1360,2,85,Bengaluru
Yelenahalli,2 BHK,1260,2,47.88,Bengaluru
Kengeri Satellite Town,4 Bedroom,1200,3,110,Bengaluru
Thigalarapalya,2 BHK,1418,2,104,Bengaluru
anjananager magdi road,3 Bedroom,1200,3,165,Bengaluru
Kasavanhalli,2 BHK,950,2,39,Bengaluru
Nagarbhavi,2 BHK,1020,2,55,Bengaluru
Electronic City Phase II,3 BHK,1400,2,40.44,Bengaluru
Kodipalya,4 Bedroom,1440,4,88,Bengaluru
Huskur,6 BHK,800,6,75,Bengaluru
KR Puram,3 BHK,1310 - 1615,,62.81,Bengaluru
Electronics City Phase 1,2 BHK,1175,2,69,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1185,2,40.17,Bengaluru
Aishwarya Crystal Layout,3 BHK,2250,3,113,Bengaluru
Sarjapur  Road,2 BHK,1178,2,40.43,Bengaluru
Ulsoor,4 BHK,36000,4,450,Bengaluru
Whitefield,1 BHK,825,1,44.9,Bengaluru
Madiwala,3 BHK,1250,3,43,Bengaluru
Electronics City Phase 1,2 BHK,1113.12,2,55,Bengaluru
2nd Block Jayanagar,3 BHK,1718,3,223,Bengaluru
Gottigere,2 BHK,1010,2,35,Bengaluru
Kanakpura Road,2 BHK,900,2,41,Bengaluru
Syndicate Bank Colony,4 Bedroom,1500,4,240,Bengaluru
Rayasandra,1 Bedroom,540,1,16.5,Bengaluru
Electronic City,2 BHK,1020,2,29.46,Bengaluru
Hosur Road,2 BHK,1194,2,71.64,Bengaluru
Vijayanagar,8 Bedroom,1470,6,300,Bengaluru
2nd Stage Nagarbhavi,3 Bedroom,600,4,100,Bengaluru
Electronic City,2 BHK,1108,2,67.15,Bengaluru
Hebbal,4 BHK,3895,2,451,Bengaluru
Kanakpura Road,2 BHK,700,2,34.99,Bengaluru
Somasundara Palya,3 BHK,1600,3,68,Bengaluru
Nagarbhavi,3 BHK,1850,3,90,Bengaluru
Tumkur Road,2 BHK,1250,2,33,Bengaluru
Ramamurthy Nagar,1 Bedroom,600,1,43,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1140,2,49.27,Bengaluru
CQAL Layout,3 BHK,1200,2,75,Bengaluru
Nayandanahalli,2 BHK,985,2,55,Bengaluru
Bellandur,2 BHK,982,2,55,Bengaluru
9th Phase JP Nagar,1 BHK,600,1,20,Bengaluru
Old Madras Road,3 BHK,2640,5,142,Bengaluru
Akshaya Nagar,2 BHK,1314,2,68.8,Bengaluru
Vijaya Bank Layout,3 BHK,1700,2,68.5,Bengaluru
1st Phase JP Nagar,2 BHK,1077,2,93,Bengaluru
Chandapura,4 Bedroom,1782 - 2000,,66.165,Bengaluru
Varanasi,5 BHK,2000,4,99,Bengaluru
DUO Layout,3 BHK,1643,3,75,Bengaluru
Kengeri,3 Bedroom,1200,3,67,Bengaluru
Whitefield,2 BHK,1116,2,51.91,Bengaluru
Abbigere,2 BHK,1020,2,41.82,Bengaluru
Vittasandra,7 Bedroom,621,7,64,Bengaluru
Daadys Gaarden Layout,3 BHK,1740,3,55,Bengaluru
GM Palaya,2 BHK,1225,2,47,Bengaluru
Thanisandra,3 BHK,1241,2,61,Bengaluru
Hennur,2 BHK,1041,2,40.6,Bengaluru
Bommanahalli,2 BHK,1050,2,46,Bengaluru
Srinivas Colony,3 BHK,4400,3,901,Bengaluru
Kanakpura Road,2 BHK,1309,2,64.39,Bengaluru
Dodda Nekkundi,2 BHK,1128,2,45,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1430,2,50,Bengaluru
Old Madras Road,2 BHK,1065,2,47.86,Bengaluru
OMBR Layout,2 BHK,1085,2,64,Bengaluru
Vishveshwarya Layout,1 Bedroom,750,1,30,Bengaluru
Bellandur,2 BHK,981,2,37.28,Bengaluru
Bhoganhalli,4 BHK,1548.3,4,129,Bengaluru
Hebbal Kempapura,4 BHK,2302,4,300,Bengaluru
Kalyan nagar,3 BHK,1410,2,60,Bengaluru
Hosa Road,3 BHK,1525.84,3,117,Bengaluru
Begur Road,2 BHK,1200,2,42.6,Bengaluru
Sampangi Rama Nagar,2 BHK,1030,2,80,Bengaluru
BTM 1st Stage,3 BHK,1852,2,95,Bengaluru
Electronic City,2 BHK,1160,2,33.5,Bengaluru
Jigani,2 BHK,918,2,49,Bengaluru
Hebbal,3 BHK,1255,2,90,Bengaluru
HRBR Layout,6 Bedroom,1200,6,250,Bengaluru
JP Nagar,3 BHK,1150,2,49.9,Bengaluru
Indira Nagar,3 BHK,2700,3,324,Bengaluru
Moodalapalya,2 BHK,1150,2,69,Bengaluru
Whitefield,2 BHK,1227,2,53.49,Bengaluru
Hebbal,3 BHK,1255,3,77.68,Bengaluru
Moodalapalya,6 Bedroom,840,8,120,Bengaluru
Panathur,2 BHK,1198,2,82,Bengaluru
 Devarachikkanahalli,3 Bedroom,1200,3,160,Bengaluru
Frazer Town,3 BHK,188.89Sq. Yards,3,180,Bengaluru
Nelamangala,4 Bedroom,2600,3,95,Bengaluru
Thigalarapalya,3 BHK,2072,4,139,Bengaluru
Pattandur Agrahara,2 BHK,797,2,32,Bengaluru
Nayandanahalli,3 BHK,1350,2,68,Bengaluru
Sahakara Nagar,4 BHK,2500,4,200,Bengaluru
Thigalarapalya,3 BHK,2215,4,160,Bengaluru
Kanakpura Road,1 BHK,525,1,30,Bengaluru
Bannerghatta Road,4 BHK,2700,4,260,Bengaluru
Gokaula Extension,3 BHK,1500,2,90,Bengaluru
Subash Nagar,2 Bedroom,900,2,55,Bengaluru
Poorna Pragna Layout,3 BHK,1355,2,58.27,Bengaluru
Kudlu Gate,3 BHK,1465,2,49.81,Bengaluru
Ramamurthy Nagar,2 Bedroom,1006,2,57,Bengaluru
Vishveshwarya Layout,4 BHK,2000,4,75,Bengaluru
Electronic City,2 BHK,1128,2,65.7,Bengaluru
Pattanagere,2 BHK,850,2,35,Bengaluru
ISRO Layout,3 BHK,1310,2,68,Bengaluru
Banashankari,2 BHK,1390,2,86,Bengaluru
Kathriguppe,3 BHK,1390,2,76.45,Bengaluru
Marathahalli,4 Bedroom,2396,4,325,Bengaluru
Electronic City,2 BHK,1170,2,33,Bengaluru
Gottigere,3 BHK,1385,2,50,Bengaluru
Old Madras Road,2 BHK,1160,2,42,Bengaluru
Electronic City Phase II,2 BHK,1160,2,33.5,Bengaluru
Bannerghatta Road,3 BHK,1200,2,69,Bengaluru
Mahadevpura,2 BHK,1475,2,55,Bengaluru
Sarjapur  Road,3 Bedroom,1939,3,98,Bengaluru
7th Phase JP Nagar,2 BHK,850,2,42,Bengaluru
Balagere,1 BHK,675,1,45,Bengaluru
Electronic City,2 BHK,1060,2,51,Bengaluru
Whitefield,2 BHK,1235,2,47,Bengaluru
RTO ullalu,2 Bedroom,600,4,110,Bengaluru
Austin Town,2 BHK,1250,2,60,Bengaluru
Banashankari,2 BHK,1460,2,70,Bengaluru
Akshaya Nagar,3 BHK,1690,3,85,Bengaluru
Indira Nagar,1 BHK,850,1,57,Bengaluru
Kanakpura Road,3 BHK,1843,3,82,Bengaluru
7th Phase JP Nagar,3 BHK,1680,3,117,Bengaluru
Kundalahalli,2 BHK,1047,2,84,Bengaluru
8th Phase JP Nagar,2 BHK,1100,2,35,Bengaluru
Indira Nagar,8 Bedroom,3250,8,600,Bengaluru
Nagarbhavi,2 BHK,1120,2,53,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1095,2,38.33,Bengaluru
Carmelaram,2 BHK,970,2,35,Bengaluru
Bommanahalli,5 Bedroom,1200,7,125,Bengaluru
Hosa Road,3 BHK,1100,2,85,Bengaluru
Uttarahalli,3 BHK,1685,3,85,Bengaluru
Doddanekundi,2 BHK,1148,2,59,Bengaluru
Marathahalli,2 BHK,1050,2,65,Bengaluru
Bannerghatta Road,3 BHK,1465,2,76,Bengaluru
Kothanur,4 Bedroom,3401,5,230,Bengaluru
Electronic City,1 BHK,630,1,60,Bengaluru
7th Phase JP Nagar,3 BHK,1850,3,150,Bengaluru
Vidyaranyapura,9 Bedroom,1200,9,175,Bengaluru
Cottonpet,4 Bedroom,1750,2,225,Bengaluru
Shikaripalya,3 BHK,1350,3,60,Bengaluru
Sector 7 HSR Layout,3 BHK,1760,3,160,Bengaluru
Rajaji Nagar,2 BHK,1440,2,185,Bengaluru
Banashankari Stage III,2 BHK,1200,2,42,Bengaluru
Hennur Bande,2 BHK,1100,2,78,Bengaluru
Kaggadasapura,2 BHK,1140,2,46,Bengaluru
Hormavu,3 BHK,1469 - 1766,3,73.595,Bengaluru
Gottigere,2 BHK,1410,2,45,Bengaluru
Mahadevpura,3 BHK,1434,2,67.39,Bengaluru
"ravindra nagar, T.dasarahalli peenya",2 Bedroom,1180,2,74,Bengaluru
Begur Road,2 BHK,1160,2,42,Bengaluru
EPIP Zone,2 BHK,1343,2,86,Bengaluru
LB Shastri Nagar,2 BHK,1184,2,69,Bengaluru
Koramangala,3 BHK,2246,3,300,Bengaluru
Rajankunte,3 Bedroom,4510,4,200,Bengaluru
Banashankari Stage III,3 BHK,1305,2,59,Bengaluru
Sarjapur  Road,4 BHK,3785,5,280,Bengaluru
1st Block BEL Layout,3 BHK,1540,3,85,Bengaluru
Kanakpura Road,3 BHK,1550,3,65.11,Bengaluru
Yelahanka,3 BHK,1345,2,57,Bengaluru
Electronic City Phase II,3 BHK,975,2,45,Bengaluru
HSR Layout,2 BHK,1140,2,46,Bengaluru
JP Nagar,2 BHK,1152,2,34.56,Bengaluru
Old Airport Road,4 Bedroom,3200,4,700,Bengaluru
Kodathi,3 BHK,1033,2,31.5,Bengaluru
Richards Town,3 BHK,1800,3,230,Bengaluru
Marathahalli,2 BHK,1102,2,53.67,Bengaluru
Subramanyapura,3 BHK,1223,2,42.81,Bengaluru
Kadugodi,3 BHK,1762,3,112,Bengaluru
Kengeri Satellite Town,2 BHK,560,2,16.6,Bengaluru
KR Puram,6 Bedroom,2000,6,85,Bengaluru
Electronic City,3 BHK,1410,2,38,Bengaluru
Thanisandra,3 BHK,1853,3,64.86,Bengaluru
Kothanur,2 BHK,1455,2,69,Bengaluru
Hebbal,2 BHK,1138,2,110,Bengaluru
Sarjapur  Road,3 Bedroom,2556,3,169,Bengaluru
TC Palaya,3 BHK,1200,2,66.5,Bengaluru
Anantapura,2 BHK,1200,2,37,Bengaluru
Thanisandra,3 BHK,204Sq. Meter,4,185,Bengaluru
Anekal,2 Bedroom,1200,1,36,Bengaluru
Whitefield,3 BHK,1870,3,138,Bengaluru
Panathur,2 BHK,1199,2,86,Bengaluru
Prakruthi Township,6 Bedroom,800,8,150,Bengaluru
Doddakallasandra,3 BHK,1360,2,54.4,Bengaluru
Babusapalaya,3 BHK,1230,3,53,Bengaluru
Hosahalli Extension,3 BHK,2000,3,120,Bengaluru
Kasturi Nagar,4 Bedroom,1200,4,250,Bengaluru
Kundalahalli,2 BHK,1047,2,83,Bengaluru
Electronic City Phase II,4 Bedroom,6000,4,260,Bengaluru
Ramamurthy Nagar,2 Bedroom,1200,2,76,Bengaluru
Kengeri Satellite Town,2 BHK,1255 - 1350,2,44.285,Bengaluru
Kengeri,2 BHK,725,2,30,Bengaluru
Jakkur,3 BHK,1645,3,100,Bengaluru
Sultan Palaya,2 BHK,870,2,65,Bengaluru
Marathahalli,2 BHK,1026,2,49.95,Bengaluru
Bennigana Halli,3 BHK,2000,3,145,Bengaluru
Cooke Town,2 BHK,1710,2,200,Bengaluru
Hosur Road,3 BHK,1766,3,130,Bengaluru
Makali,1 BHK,500,1,15,Bengaluru
JP Nagar,2 BHK,1100,1,15,Bengaluru
Jigani,3 BHK,1221,3,52,Bengaluru
Rachenahalli,1 BHK,680,1,46,Bengaluru
Sarjapur  Road,2 BHK,1278,2,90,Bengaluru
Kodichikkanahalli,2 BHK,1025,2,66,Bengaluru
Whitefield,2 BHK,1175,2,39,Bengaluru
Sarjapur  Road,2 BHK,870 - 1080,2,28.275,Bengaluru
6th Phase JP Nagar,1 Bedroom,600,1,75,Bengaluru
Seethappa Layout,2 BHK,850,2,42,Bengaluru
Anjanapura,2 BHK,710,2,25,Bengaluru
Huskur,2 BHK,1165,2,33.64,Bengaluru
Sarjapur,1 BHK,625,1,19,Bengaluru
Kaggadasapura,3 BHK,1340,3,66,Bengaluru
Ananth Nagar,2 BHK,937,2,35,Bengaluru
Lakkasandra,7 Bedroom,1500,6,210,Bengaluru
JP Nagar,1 BHK,750,1,52.5,Bengaluru
Judicial Layout,5 Bedroom,45Sq. Yards,6,400,Bengaluru
Shampura,3 BHK,1475,3,78,Bengaluru
Singapura Village,4 Bedroom,2230,4,130,Bengaluru
Jnanabharathi Layout,4 Bedroom,2200,5,100,Bengaluru
Mysore Road,2 Bedroom,900,2,65,Bengaluru
Electronic City Phase II,2 BHK,1116,2,37,Bengaluru
Hoodi,2 BHK,948,2,75,Bengaluru
