location,size,total_sqft,bath,price,Place,bhk
Velachery,3 bhk,1913,2,157.7377,Chennai,3
Velachery,2 bhk,1729,1,111.5701,Chennai,2
T Nagar,1 bhk,1717,1,140.8636,Chennai,1
Karapakkam,1 bhk,1091,1,67.095,Chennai,1
KK Nagar,2 bhk,1629,1,155.3262,Chennai,2
KK Nagar,2 bhk,1724,1,148.0468,Chennai,2
Chrompet,1 bhk,1198,1,92.2285,Chennai,1
Karapakkam,1 bhk,1329,1,42.88625,Chennai,1
Anna Nagar,1 bhk,1634,1,206.5727,Chennai,1
Karapakkam,1 bhk,979,1,78.52,Chennai,1
Velachery,2 bhk,1749,1,124.5022,Chennai,2
Karapakkam,2 bhk,1446,2,112.845,Chennai,2
Chrompet,1 bhk,1034,1,91.237,Chennai,1
T Nagar,1 bhk,1722,1,120.3098,Chennai,1
Anna Nagar,2 bhk,1978,1,133.6381,Chennai,2
Velachery,2 bhk,1529,1,110.9816,Chennai,2
Chrompet,1 bhk,1074,1,131.7635,Chennai,1
KK Nagar,4 bhk,2341,2,184.2692,Chennai,4
Chrompet,2 bhk,1229,1,134.615,Chennai,2
Chrompet,2 bhk,1215,1,107.4205,Chennai,2
Anna Nagar,1 bhk,1648,1,134.8694,Chennai,1
T Nagar,1 bhk,1795,1,138.2061,Chennai,1
Velachery,3 bhk,1889,2,148.3713,Chennai,3
KK Nagar,2 bhk,1527,1,102.9992,Chennai,2
Chrompet,1 bhk,951,1,100.311,Chennai,1
T Nagar,2 bhk,1993,1,135.0349,Chennai,2
KK Nagar,4 bhk,2329,2,199.5956,Chennai,4
Adyar,1 bhk,1094,1,77.16505,Chennai,1
T Nagar,1 bhk,1796,1,128.9276,Chennai,1
Chrompet,1 bhk,946,1,78.1255,Chennai,1
Velachery,2 bhk,1697,1,95.8615,Chennai,2
Anna Nagar,2 bhk,1813,1,121.9589,Chennai,2
KK Nagar,2 bhk,1656,1,115.7494,Chennai,2
Anna Nagar,1 bhk,1738,1,211.9454,Chennai,1
Chrompet,1 bhk,1155,1,97.82,Chennai,1
Chrompet,1 bhk,768,1,66.3341,Chennai,1
Velachery,3 bhk,1818,2,85.6386,Chennai,3
Adyar,1 bhk,1199,1,98.821,Chennai,1
Anna Nagar,1 bhk,1658,1,176.2254,Chennai,1
KK Nagar,3 bhk,2034,2,128.234,Chennai,3
Anna Nagar,2 bhk,1899,1,125.1123,Chennai,2
KK Nagar,2 bhk,1621,1,161.9786,Chennai,2
Velachery,2 bhk,1660,1,93.1162,Chennai,2
Karapakkam,1 bhk,1037,1,80.905,Chennai,1
Chrompet,1 bhk,868,1,75.8901,Chennai,1
Karapakkam,1 bhk,783,1,71.0175,Chennai,1
Velachery,2 bhk,1642,1,153.4041,Chennai,2
Anna Nagar,1 bhk,1618,1,110.4031,Chennai,1
Velachery,2 bhk,1645,1,92.8743,Chennai,2
Karapakkam,1 bhk,1150,1,51.0025,Chennai,1
KK Nagar,3 bhk,2186,2,140.8822,Chennai,3
Velachery,3 bhk,1911,2,155.6921,Chennai,3
Chrompet,1 bhk,1058,1,75.4565,Chennai,1
T Nagar,1 bhk,1720,1,121.2336,Chennai,1
KK Nagar,2 bhk,1719,1,106.224,Chennai,2
Chrompet,1 bhk,1191,1,133.556,Chennai,1
Anna Nagar,2 bhk,1903,1,131.9158,Chennai,2
Chrompet,1 bhk,1039,1,87.437,Chennai,1
Adyar,1 bhk,816,1,57.42295,Chennai,1
T Nagar,2 bhk,1848,1,220.2226,Chennai,2
Adyar,1 bhk,931,1,106.1742,Chennai,1
KK Nagar,3 bhk,2062,2,109.08,Chennai,3
Velachery,3 bhk,1894,2,136.4024,Chennai,3
Karapakkam,2 bhk,1474,2,76.755,Chennai,2
Karapakkam,1 bhk,968,1,58.01,Chennai,1
T Nagar,2 bhk,1827,1,132.5868,Chennai,2
Chrompet,1 bhk,709,1,76.7645,Chennai,1
Anna Nagar,2 bhk,1983,1,146.0342,Chennai,2
KK Nagar,2 bhk,1464,1,120.0966,Chennai,2
Adyar,2 bhk,1290,2,85.45605,Chennai,2
Karapakkam,1 bhk,558,1,78.185,Chennai,1
KK Nagar,3 bhk,1863,2,119.3502,Chennai,3
Adyar,1 bhk,1199,1,125.69065,Chennai,1
T Nagar,1 bhk,1631,1,190.9095,Chennai,1
Velachery,2 bhk,1576,1,77.4013,Chennai,2
Chrompet,1 bhk,1148,1,110.7476,Chennai,1
Anna Nagar,1 bhk,1792,1,208.2379,Chennai,1
T Nagar,2 bhk,1808,1,128.9344,Chennai,2
T Nagar,2 bhk,1877,1,135.7529,Chennai,2
Velachery,2 bhk,1760,1,125.448,Chennai,2
Chrompet,1 bhk,966,1,104.586,Chennai,1
Karapakkam,1 bhk,979,1,77.37625,Chennai,1
Chrompet,1 bhk,1044,1,85.958,Chennai,1
Adyar,1 bhk,1180,1,141.6614,Chennai,1
Chrompet,1 bhk,1095,1,102.0965,Chennai,1
Chrompet,2 bhk,1202,1,104.2894,Chennai,2
Adyar,1 bhk,691,1,99.87005,Chennai,1
Karapakkam,1 bhk,1313,1,105.54,Chennai,1
Adyar,1 bhk,625,1,87.391,Chennai,1
KK Nagar,3 bhk,1933,2,154.7924,Chennai,3
Karapakkam,1 bhk,681,1,64.3475,Chennai,1
Karapakkam,1 bhk,636,1,47.0675,Chennai,1
Anna Nagar,1 bhk,1718,1,144.1938,Chennai,1
Karapakkam,1 bhk,1086,1,68.9875,Chennai,1
Chrompet,1 bhk,845,1,100.815,Chennai,1
Anna Nagar,1 bhk,1774,1,140.4637,Chennai,1
Anna Nagar,1 bhk,1730,1,121.2033,Chennai,1
Chrompet,1 bhk,1180,1,89.3745,Chennai,1
Velachery,2 bhk,1607,1,137.5893,Chennai,2
Adyar,1 bhk,1182,1,132.05875,Chennai,1
T Nagar,1 bhk,1539,1,170.6154,Chennai,1
Karapakkam,2 bhk,1636,2,56.2475,Chennai,2
Karapakkam,1 bhk,1088,1,63.68,Chennai,1
Karapakkam,1 bhk,1229,1,80.195,Chennai,1
Adyar,1 bhk,848,1,66.184,Chennai,1
Chrompet,2 bhk,1209,1,148.7875,Chennai,2
KK Nagar,3 bhk,2041,2,96.2518,Chennai,3
Adyar,1 bhk,618,1,55.46495,Chennai,1
Anna Nagar,1 bhk,1750,1,119.9723,Chennai,1
Anna Nagar,2 bhk,1816,1,132.7524,Chennai,2
Karapakkam,1 bhk,793,1,43.98625,Chennai,1
Velachery,2 bhk,1737,1,132.9673,Chennai,2
Adyar,1 bhk,658,1,44.7977,Chennai,1
Adyar,2 bhk,1219,2,111.5548,Chennai,2
Karapakkam,1 bhk,1272,1,102.7975,Chennai,1
Chrompet,1 bhk,919,1,89.8405,Chennai,1
Anna Nagar,1 bhk,1741,1,121.337,Chennai,1
Anna Nagar,2 bhk,1984,1,151.8524,Chennai,2
KK Nagar,3 bhk,2202,2,186.7048,Chennai,3
Adyar,1 bhk,630,1,73.85285,Chennai,1
KK Nagar,2 bhk,1344,1,131.1256,Chennai,2
Karapakkam,1 bhk,915,1,58.5825,Chennai,1
Velachery,3 bhk,1884,2,68.6097,Chennai,3
T Nagar,2 bhk,1989,1,126.7794,Chennai,2
Adyar,1 bhk,730,1,77.79515,Chennai,1
Chrompet,1 bhk,1081,1,87.2155,Chennai,1
Chrompet,1 bhk,1198,1,137.7605,Chennai,1
Chrompet,1 bhk,927,1,81.3485,Chennai,1
Velachery,2 bhk,1611,1,92.8128,Chennai,2
Adyar,1 bhk,655,1,113.99205,Chennai,1
Velachery,2 bhk,1634,1,149.0628,Chennai,2
KK Nagar,2 bhk,1762,1,146.4676,Chennai,2
KK Nagar,3 bhk,2049,2,100.1942,Chennai,3
Velachery,2 bhk,1711,1,145.4707,Chennai,2
KK Nagar,3 bhk,1807,2,159.2966,Chennai,3
Karapakkam,1 bhk,591,1,71.4225,Chennai,1
T Nagar,2 bhk,1827,1,205.5576,Chennai,2
Adyar,1 bhk,789,1,105.84775,Chennai,1
Adyar,2 bhk,1299,2,158.157,Chennai,2
Adyar,1 bhk,786,1,74.14265,Chennai,1
Velachery,2 bhk,1726,1,76.6234,Chennai,2
T Nagar,1 bhk,1790,1,142.4182,Chennai,1
Adyar,1 bhk,691,1,51.2579,Chennai,1
KK Nagar,2 bhk,1405,1,100.8432,Chennai,2
Adyar,1 bhk,1009,1,132.15865,Chennai,1
Anna Nagar,1 bhk,1525,1,195.7182,Chennai,1
Velachery,3 bhk,1847,2,112.5661,Chennai,3
Chrompet,2 bhk,1250,1,155.5675,Chennai,2
Karapakkam,1 bhk,804,1,59.0375,Chennai,1
KK Nagar,3 bhk,2117,2,124.161,Chennai,3
KK Nagar,3 bhk,2018,2,125.5438,Chennai,3
Chrompet,1 bhk,942,1,75.6704,Chennai,1
Adyar,1 bhk,777,1,85.17175,Chennai,1
T Nagar,1 bhk,1695,1,132.0909,Chennai,1
Adyar,1 bhk,902,1,105.56375,Chennai,1
Velachery,3 bhk,1904,2,85.0478,Chennai,3
Anna Nagar,1 bhk,1536,1,102.4509,Chennai,1
Karapakkam,1 bhk,827,1,83.07375,Chennai,1
Velachery,2 bhk,1553,1,65.2493,Chennai,2
Chrompet,1 bhk,768,1,71.7185,Chennai,1
Chrompet,2 bhk,1245,1,146.866,Chennai,2
Velachery,2 bhk,1662,1,84.2785,Chennai,2
KK Nagar,3 bhk,1958,2,106.7682,Chennai,3
KK Nagar,4 bhk,2281,2,191.7186,Chennai,4
Velachery,3 bhk,1908,2,84.6682,Chennai,3
Adyar,1 bhk,916,1,93.7931,Chennai,1
Chrompet,1 bhk,1101,1,84.1015,Chennai,1
Anna Nagar,1 bhk,1518,1,124.303,Chennai,1
Adyar,1 bhk,1049,1,111.397,Chennai,1
Karapakkam,1 bhk,736,1,63.0475,Chennai,1
Adyar,1 bhk,693,1,80.1372,Chennai,1
Anna Nagar,2 bhk,1802,1,133.9713,Chennai,2
Adyar,1 bhk,888,1,99.10835,Chennai,1
Chrompet,1 bhk,973,1,95.3696,Chennai,1
Karapakkam,1 bhk,663,1,44.08125,Chennai,1
Chrompet,1 bhk,700,1,82.706,Chennai,1
Adyar,1 bhk,976,1,98.01395,Chennai,1
KK Nagar,4 bhk,2283,2,138.5238,Chennai,4
KK Nagar,1 bhk,1301,1,120.9974,Chennai,1
Karapakkam,1 bhk,1261,1,96.3425,Chennai,1
KK Nagar,4 bhk,2365,2,186.2448,Chennai,4
Chrompet,1 bhk,958,1,90.0806,Chennai,1
Velachery,2 bhk,1587,1,85.8606,Chennai,2
T Nagar,2 bhk,1977,1,220.0036,Chennai,2
Chrompet,1 bhk,1137,1,104.4164,Chennai,1
Chrompet,1 bhk,865,1,77.753,Chennai,1
Chrompet,1 bhk,1125,1,92.485,Chennai,1
Karapakkam,2 bhk,1635,2,106.2075,Chennai,2
KK Nagar,4 bhk,2345,2,133.551,Chennai,4
Chrompet,1 bhk,1072,1,85.6935,Chennai,1
KK Nagar,4 bhk,2416,2,196.3504,Chennai,4
Velachery,2 bhk,1720,1,84.203,Chennai,2
Karapakkam,1 bhk,727,1,58.59875,Chennai,1
T Nagar,2 bhk,1970,1,160.5355,Chennai,2
Velachery,3 bhk,1891,2,123.034,Chennai,3
Karapakkam,1 bhk,1227,1,61.98,Chennai,1
Chrompet,2 bhk,1253,1,110.1096,Chennai,2
Karapakkam,1 bhk,1278,1,105.4475,Chennai,1
Adyar,1 bhk,692,1,46.7872,Chennai,1
Chrompet,1 bhk,1186,1,130.4255,Chennai,1
KK Nagar,3 bhk,1881,2,126.6698,Chennai,3
Chrompet,1 bhk,898,1,103.7336,Chennai,1
Velachery,2 bhk,1661,1,85.1403,Chennai,2
KK Nagar,2 bhk,1536,1,87.201,Chennai,2
Chrompet,1 bhk,726,1,71.8757,Chennai,1
Adyar,1 bhk,961,1,109.6817,Chennai,1
Karapakkam,2 bhk,1356,2,72.4325,Chennai,2
Chrompet,1 bhk,882,1,86.6554,Chennai,1
Karapakkam,2 bhk,1558,2,78.9825,Chennai,2
Karapakkam,2 bhk,1440,2,78.5975,Chennai,2
Karapakkam,1 bhk,691,1,60.59625,Chennai,1
Adyar,2 bhk,1255,2,100.84565,Chennai,2
Chrompet,1 bhk,1009,1,133.626,Chennai,1
Adyar,1 bhk,1065,1,68.57075,Chennai,1
Chrompet,1 bhk,1065,1,99.557,Chennai,1
Karapakkam,1 bhk,694,1,38.07,Chennai,1
Chrompet,1 bhk,1045,1,90.205,Chennai,1
Karapakkam,1 bhk,730,1,55,Chennai,1
Velachery,3 bhk,1871,2,86.1675,Chennai,3
Chrompet,1 bhk,994,1,94.759,Chennai,1
Anna Nagar,1 bhk,1754,1,109.1774,Chennai,1
KK Nagar,4 bhk,2224,2,121.9678,Chennai,4
Karapakkam,1 bhk,836,1,35.77,Chennai,1
Karapakkam,2 bhk,1399,2,110.19,Chennai,2
Velachery,3 bhk,1950,2,112.1757,Chennai,3
Anna Nagar,1 bhk,1519,1,130.3745,Chennai,1
Anna Nagar,1 bhk,1605,1,121.4905,Chennai,1
Chrompet,2 bhk,1230,1,141.0925,Chennai,2
Karapakkam,1 bhk,584,1,74.395,Chennai,1
Velachery,2 bhk,1590,1,132.7773,Chennai,2
Velachery,2 bhk,1734,1,101.809,Chennai,2
Chrompet,1 bhk,786,1,109.051,Chennai,1
Chrompet,1 bhk,701,1,85.136,Chennai,1
Adyar,1 bhk,783,1,85.3807,Chennai,1
Anna Nagar,1 bhk,1739,1,127.3997,Chennai,1
Chrompet,1 bhk,1127,1,88.416,Chennai,1
Chrompet,1 bhk,919,1,101.804,Chennai,1
Chrompet,1 bhk,902,1,86.3774,Chennai,1
Adyar,1 bhk,838,1,111.97455,Chennai,1
Chrompet,1 bhk,1026,1,123.8835,Chennai,1
Karapakkam,2 bhk,1346,2,74.41,Chennai,2
KK Nagar,2 bhk,1764,1,109.5054,Chennai,2
Chrompet,1 bhk,825,1,113.3825,Chennai,1
Velachery,2 bhk,1542,1,107.3727,Chennai,2
KK Nagar,3 bhk,1869,2,111.905,Chennai,3
Adyar,2 bhk,1291,2,69.5112,Chennai,2
Karapakkam,1 bhk,950,1,56.28,Chennai,1
Karapakkam,1 bhk,680,1,82.08,Chennai,1
Anna Nagar,1 bhk,1579,1,128.1299,Chennai,1
Chrompet,1 bhk,1047,1,90.5114,Chennai,1
Anna Nagar,1 bhk,1660,1,186.812,Chennai,1
Chormpet,1 bhk,835,1,92.2045,Chennai,1
Anna Nagar,2 bhk,1883,1,133.1665,Chennai,2
Adyar,1 bhk,1109,1,100.3974,Chennai,1
Adyar,1 bhk,995,1,80.5501,Chennai,1
Velachery,2 bhk,1747,1,120.3811,Chennai,2
Anna Nagar,1 bhk,1529,1,119.857,Chennai,1
Karapakkam,1 bhk,1034,1,83.455,Chennai,1
KK Nagar,1 bhk,1302,1,112.8672,Chennai,1
Karapakkam,1 bhk,654,1,67.545,Chennai,1
Chrompet,1 bhk,1020,1,132.457,Chennai,1
Karapakkam,1 bhk,506,1,65.1925,Chennai,1
T Nagar,2 bhk,1955,1,139.8631,Chennai,2
Karapakkam,2 bhk,1653,2,122.6875,Chennai,2
Velachery,3 bhk,1820,2,110.5034,Chennai,3
Velachery,2 bhk,1508,1,120.3543,Chennai,2
Karapakkam,1 bhk,1292,1,89.7475,Chennai,1
Anna Nagar,2 bhk,1922,1,212.0808,Chennai,2
Karapakkam,1 bhk,584,1,39.2825,Chennai,1
Anna Nagar,2 bhk,1839,1,139.0348,Chennai,2
Velachery,3 bhk,1879,2,99.0074,Chennai,3
Karapakkam,1 bhk,1199,1,73.29125,Chennai,1
Chrompet,1 bhk,1181,1,110.6005,Chennai,1
Chrompet,1 bhk,1068,1,90.8716,Chennai,1
Velachery,2 bhk,1686,1,120.2607,Chennai,2
KK Nagar,4 bhk,2242,2,135.4746,Chennai,4
Chrompet,2 bhk,1259,1,95.7495,Chennai,2
T Nagar,2 bhk,1843,1,136.1332,Chennai,2
T Nagar,2 bhk,1924,1,144.8095,Chennai,2
Chrompet,1 bhk,1144,1,126.4965,Chennai,1
Karapakkam,1 bhk,542,1,76.895,Chennai,1
Anna Nagar,1 bhk,1515,1,108.6488,Chennai,1
Adyar,1 bhk,630,1,96.8384,Chennai,1
Velachery,2 bhk,1671,1,106.7651,Chennai,2
Karapakkam,1 bhk,1047,1,60.66,Chennai,1
Anna Nagar,1 bhk,1595,1,174.715,Chennai,1
Adyar,2 bhk,1299,2,80.87365,Chennai,2
Anna Nagar,1 bhk,1626,1,128.3789,Chennai,1
Karapakkam,1 bhk,801,1,50.3825,Chennai,1
Chrompet,1 bhk,1089,1,130.994,Chennai,1
Anna Nagar,2 bhk,1955,1,115.7587,Chennai,2
KK Nagar,2 bhk,1708,1,135.0214,Chennai,2
T Nagar,1 bhk,1697,1,141.2161,Chennai,1
T Nagar,2 bhk,1975,1,126.4319,Chennai,2
Velachery,3 bhk,1966,2,113.3313,Chennai,3
Anna Nagar,1 bhk,1791,1,140.2028,Chennai,1
Velachery,3 bhk,1890,2,158.5084,Chennai,3
Karapakkam,1 bhk,967,1,38.9125,Chennai,1
Anna Nagar,1 bhk,1711,1,141.0699,Chennai,1
KK Nagar,2 bhk,1583,1,108.4876,Chennai,2
Adyar,2 bhk,1274,2,107.3653,Chennai,2
Karapakkam,2 bhk,1356,2,66.8375,Chennai,2
Chrompet,1 bhk,1144,1,89.694,Chennai,1
Chrompet,1 bhk,1129,1,91.1733,Chennai,1
Adyar,1 bhk,695,1,91.32865,Chennai,1
Chrompet,1 bhk,867,1,83.2585,Chennai,1
KK Nagar,2 bhk,1501,1,91.5532,Chennai,2
Velachery,3 bhk,1896,2,116.063,Chennai,3
Karapakkam,2 bhk,1449,2,54.64,Chennai,2
Anna Nagar,1 bhk,1700,1,119.266,Chennai,1
Velachery,3 bhk,1829,2,86.6905,Chennai,3
Chrompet,1 bhk,1178,1,102.8536,Chennai,1
KK Nagar,2 bhk,1460,1,92.1332,Chennai,2
Anna Nagar,2 bhk,1807,1,133.0849,Chennai,2
Adyar,1 bhk,1103,1,130.8956,Chennai,1
Chrompet,1 bhk,992,1,86.1135,Chennai,1
Adyar,2 bhk,1268,2,99.5251,Chennai,2
Anna Nagar,2 bhk,1890,1,115.0504,Chennai,2
Karapakkam,1 bhk,670,1,51.36,Chennai,1
Karapakkam,1 bhk,1236,1,74.16,Chennai,1
Karapakkam,1 bhk,1256,1,60.81,Chennai,1
Chrompet,1 bhk,1071,1,144.022,Chennai,1
Chrompet,2 bhk,1217,1,118.6379,Chennai,2
Karapakkam,2 bhk,1488,2,69.975,Chennai,2
KK Nagar,3 bhk,2162,2,172.4878,Chennai,3
Velachery,2 bhk,1623,1,135.1822,Chennai,2
Anna Nagar,1 bhk,1585,1,179.3428,Chennai,1
KK Nagar,4 bhk,2237,2,121.8308,Chennai,4
Karapakkam,2 bhk,1662,2,85.325,Chennai,2
Adyar,1 bhk,819,1,105.6904,Chennai,1
KK Nagar,4 bhk,2348,2,120.2116,Chennai,4
Adyar,1 bhk,604,1,90.00305,Chennai,1
T Nagar,2 bhk,1849,1,124.1295,Chennai,2
Karapakkam,2 bhk,1617,2,102.81375,Chennai,2
KK Nagar,2 bhk,1733,1,147.731,Chennai,2
Chrompet,1 bhk,802,1,71.7899,Chennai,1
Adyar,1 bhk,1081,1,109.7074,Chennai,1
Adyar,2 bhk,1243,2,82.70125,Chennai,2
Karapakkam,2 bhk,1430,2,75.1475,Chennai,2
KK Nagar,2 bhk,1707,1,97.3706,Chennai,2
KK Nagar,1 bhk,1317,1,116.654,Chennai,1
Karapakkam,1 bhk,1128,1,54.41,Chennai,1
KK Nagar,4 bhk,2458,2,113.7582,Chennai,4
Chrompet,1 bhk,1091,1,76.9792,Chennai,1
Velachery,2 bhk,1795,1,118.098,Chennai,2
KK Nagar,4 bhk,2481,2,142.7606,Chennai,4
Chrompet,1 bhk,1095,1,138.887,Chennai,1
T Nagar,1 bhk,1759,1,118.6322,Chennai,1
Anna Nagar,1 bhk,1774,1,137.8517,Chennai,1
KK Nagar,4 bhk,2314,2,141.5948,Chennai,4
Anna Nagar,1 bhk,1695,1,119.9405,Chennai,1
Chrompet,1 bhk,1099,1,132.6665,Chennai,1
T Nagar,1 bhk,1547,1,135.9789,Chennai,1
Adyar,1 bhk,927,1,104.3169,Chennai,1
Anna Nagar,2 bhk,1966,1,117.5246,Chennai,2
KK Nagar,2 bhk,1541,1,139.4594,Chennai,2
Velachery,3 bhk,1978,2,106.9928,Chennai,3
Karapakkam,1 bhk,1208,1,108.95,Chennai,1
Karapakkam,1 bhk,659,1,58.825,Chennai,1
T Nagar,2 bhk,1834,1,139.9083,Chennai,2
Chrompet,1 bhk,792,1,83.4404,Chennai,1
Chrompet,2 bhk,1262,1,107.7339,Chennai,2
Chrompet,1 bhk,767,1,83.2029,Chennai,1
Karapakkam,1 bhk,1225,1,42.43125,Chennai,1
Chrompet,1 bhk,732,1,79.786,Chennai,1
Karapakkam,2 bhk,1647,2,111.17625,Chennai,2
KK Nagar,2 bhk,1344,1,89.9138,Chennai,2
Adyar,1 bhk,807,1,70.8116,Chennai,1
Karapakkam,1 bhk,631,1,82.695,Chennai,1
T Nagar,1 bhk,1775,1,123.9759,Chennai,1
Adyar,1 bhk,753,1,57.16935,Chennai,1
KK Nagar,3 bhk,1952,2,111.4898,Chennai,3
Chrompet,1 bhk,1021,1,93.208,Chennai,1
Chrompet,1 bhk,1126,1,92.8205,Chennai,1
KK Nagar,4 bhk,2397,2,127.5388,Chennai,4
Chrompet,1 bhk,1059,1,142.4665,Chennai,1
KK Nagar,2 bhk,1625,1,99.026,Chennai,2
Karapakkam,1 bhk,1080,1,102.545,Chennai,1
KK Nagar,4 bhk,2254,2,124.2804,Chennai,4
Velchery,2 bhk,1696,1,135.9463,Chennai,2
Velachery,3 bhk,1943,2,107.7425,Chennai,3
KK Nagar,2 bhk,1499,1,133.2462,Chennai,2
Velachery,2 bhk,1782,1,144.7152,Chennai,2
Anna Nagar,1 bhk,1505,1,172.4278,Chennai,1
KK Nagar,3 bhk,2050,2,168.1426,Chennai,3
Anna Nagar,1 bhk,1665,1,126.3958,Chennai,1
Karapakkam,2 bhk,1391,2,66.42,Chennai,2
Anna Nagar,1 bhk,1797,1,130.4951,Chennai,1
T Nagar,1 bhk,1514,1,168.3531,Chennai,1
Adyar,1 bhk,786,1,103.7125,Chennai,1
Velachery,3 bhk,1991,2,138.0511,Chennai,3
Velachery,3 bhk,1814,2,139.7504,Chennai,3
Karapakkam,1 bhk,504,1,34.54,Chennai,1
Adyar,2 bhk,1215,2,166.93265,Chennai,2
T Nagar,2 bhk,1934,1,141.5482,Chennai,2
KK Nagar,2 bhk,1691,1,146.912,Chennai,2
Chrompt,2 bhk,1294,1,157.045,Chennai,2
KK Nagar,4 bhk,2268,2,116.452,Chennai,4
Karapakam,1 bhk,615,1,72.8425,Chennai,1
Karapakkam,2 bhk,1640,2,101.6975,Chennai,2
Chrompet,1 bhk,832,1,92.5234,Chennai,1
Anna Nagar,2 bhk,1919,1,123.0824,Chennai,2
Velachery,2 bhk,1788,1,96.8944,Chennai,2
T Nagar,1 bhk,1674,1,132.8042,Chennai,1
Chrompet,1 bhk,723,1,76.0301,Chennai,1
Adyar,1 bhk,990,1,106.3186,Chennai,1
KK Nagar,3 bhk,2219,2,174.4982,Chennai,3
Adyar,1 bhk,1167,1,79.04525,Chennai,1
T Nagar,1 bhk,1566,1,171.8706,Chennai,1
Chrompet,1 bhk,1053,1,101.3721,Chennai,1
Velachery,2 bhk,1781,1,132.0615,Chennai,2
KK Nagar,4 bhk,2470,2,127.9298,Chennai,4
Velachery,2 bhk,1612,1,86.9098,Chennai,2
KK Nagar,2 bhk,1418,1,88.7874,Chennai,2
Chrompet,1 bhk,1032,1,96.2985,Chennai,1
Karapakkam,2 bhk,1430,2,129.1975,Chennai,2
Chrompet,1 bhk,812,1,123.4795,Chennai,1
Karapakkam,1 bhk,571,1,46.275,Chennai,1
Velachery,2 bhk,1709,1,138.2292,Chennai,2
Chrompet,1 bhk,1128,1,120.7265,Chennai,1
KK Nagar,2 bhk,1731,1,112.7096,Chennai,2
Velachery,2 bhk,1620,1,139.5761,Chennai,2
Velachery,2 bhk,1581,1,133.562,Chennai,2
Anna Nagar,1 bhk,1672,1,144.7785,Chennai,1
Chrompet,2 bhk,1266,1,90.7755,Chennai,2
Chrompet,2 bhk,1298,1,119.9801,Chennai,2
T Nagar,2 bhk,1952,1,139.4235,Chennai,2
KK Nagar,4 bhk,2386,2,129.4138,Chennai,4
Chrompet,1 bhk,1058,1,85.985,Chennai,1
Adyar,1 bhk,987,1,92.00725,Chennai,1
Karapakkam,1 bhk,1256,1,93.93,Chennai,1
KK Nagar,3 bhk,1824,2,151.2254,Chennai,3
Velachery,2 bhk,1752,1,85.3558,Chennai,2
Adyar,1 bhk,796,1,97.3715,Chennai,1
Chrompet,1 bhk,1031,1,92.4167,Chennai,1
Chrompet,1 bhk,1114,1,96.883,Chennai,1
Anna Nagar,1 bhk,1567,1,116.3002,Chennai,1
Adyar,2 bhk,1282,2,93.01605,Chennai,2
Chrompet,1 bhk,957,1,82.9219,Chennai,1
T Nagar,1 bhk,1510,1,163.0026,Chennai,1
Karapakkam,1 bhk,1005,1,75.25375,Chennai,1
Velachery,3 bhk,1824,2,69.1107,Chennai,3
Chrompet,1 bhk,837,1,105.637,Chennai,1
Adyar,1 bhk,1103,1,76.93965,Chennai,1
Karapakkam,2 bhk,1386,2,84.185,Chennai,2
Velachery,2 bhk,1588,1,115.1625,Chennai,2
Chrompet,1 bhk,792,1,105.6705,Chennai,1
Chrompet,2 bhk,1241,1,89.3905,Chennai,2
KK Nagar,2 bhk,1571,1,116.4884,Chennai,2
Chrompet,1 bhk,770,1,88.8375,Chennai,1
Anna Nagar,1 bhk,1707,1,173.6359,Chennai,1
T Nagar,2 bhk,1840,1,144.7782,Chennai,2
Karapakkam,1 bhk,972,1,63.9975,Chennai,1
Adyar,1 bhk,1000,1,83.4877,Chennai,1
T Nagar,2 bhk,1888,1,137.6496,Chennai,2
Karapakkam,1 bhk,557,1,32.10125,Chennai,1
Chrompet,1 bhk,1180,1,88.8985,Chennai,1
Chrompet,2 bhk,1219,1,99.5103,Chennai,2
Karapakkam,1 bhk,943,1,87.765,Chennai,1
Chrompet,1 bhk,1133,1,94.68,Chennai,1
Adyar,1 bhk,1153,1,83.5026,Chennai,1
Velachery,2 bhk,1618,1,163.543,Chennai,2
Karapakkam,1 bhk,1246,1,79.575,Chennai,1
KK Nagar,4 bhk,2389,2,184.0294,Chennai,4
KK Nagar,4 bhk,2227,2,118.2072,Chennai,4
Anna Nagar,2 bhk,1853,1,137.6135,Chennai,2
Chrompet,1 bhk,926,1,119.3985,Chennai,1
T Nagar,1 bhk,1517,1,117.1266,Chennai,1
KK Nagar,2 bhk,1721,1,92.2524,Chennai,2
Karapakkam,1 bhk,1231,1,57.11,Chennai,1
Karapakkam,1 bhk,1090,1,48.765,Chennai,1
Velachery,2 bhk,1590,1,139.2523,Chennai,2
Karapakkam,2 bhk,1353,2,75.07375,Chennai,2
Anna Nagar,1 bhk,1610,1,135.4583,Chennai,1
T Nagar,2 bhk,1883,1,148.6662,Chennai,2
Chrompet,1 bhk,1029,1,133.7615,Chennai,1
Chrompet,2 bhk,1285,1,118.1995,Chennai,2
Adyar,2 bhk,1210,2,124.95925,Chennai,2
Karapakkam,1 bhk,774,1,41.8225,Chennai,1
Chrompet,1 bhk,940,1,90.648,Chennai,1
Velachery,3 bhk,1893,2,99.9577,Chennai,3
Chrompet,1 bhk,857,1,73.773,Chennai,1
T Nagar,1 bhk,1563,1,112.7771,Chennai,1
Velachery,2 bhk,1634,1,96.4392,Chennai,2
KK Nagar,2 bhk,1483,1,87.5678,Chennai,2
